parkCode,Park Name,City,State,Lat,Lng,Min Temp,Max Temp,Humidity,Cloudiness,Wind Speed,Date,Country
rocr,Rock Creek Park,Washington,DC,38.95125063,-77.05002838,293.87,297.03,91,75,3.6,1663027315,US
romo,Rocky Mountain National Park,Estes Park,CO,40.3556924,-105.6972879,286.67,292.43,17,14,2.24,1663027316,US
ruca,Russell Cave National Monument,Bridgeport,AL,34.97402063,-85.81560314,289.57,292.61,73,0,1.55,1663027316,US
sahi,Sagamore Hill National Historic Site,Oyster Bay,NY,40.88579128,-73.49686438,294.41,298.16,85,0,2.57,1663027316,US
sagu,Saguaro National Park,Tucson,AZ,32.20909636,-110.7574974,295.66,301.47,73,40,1.54,1663027317,US
sacn,Saint Croix National Scenic Riverway,St. Croix Falls,WI,45.70019235,-92.36126685,291.14,293.84,68,0,0,1663027317,US
saga,Saint-Gaudens National Historical Park,Cornish,NH,43.4997238,-72.37333969,293.44,295.66,89,62,0.44,1663027317,US
sapu,Salinas Pueblo Missions National Monument,Mountainair,NM,34.35423203,-106.2050309,298.63,300.5,28,61,3.6,1663027318,US
sajh,San Juan Island National Historical Park,Friday Harbor,WA,48.51241933,-123.0610277,289.09,295.84,62,0,3.6,1663027318,US
saju,San Juan National Historic Site,San Juan,PR,18.46873857,-66.11848623,298.35,300.75,95,94,4.08,1663027318,PR
sand,Sand Creek Massacre National Historic Site,Eads,CO,38.56414189,-102.5169542,304.46,304.88,17,0,0.48,1663027318,US
safe,Santa Fe National Historic Trail,Santa Fe,NM,37.7276522226,-99.921969227,302.8,305.03,29,0,1.79,1663027319,US
samo,Santa Monica Mountains National Recreation Area,Calabasas,CA,34.09777606,-118.7708619,292.92,303.32,63,16,0.89,1663027319,US
sara,Saratoga National Historical Park,Stillwater,NY,42.99522612,-73.63386108,293.33,296.28,87,75,0.63,1663027319,US
scbl,Scotts Bluff National Monument,Gering,NE,41.83464193,-103.7071351,302.04,303.28,15,0,1.79,1663027320,US
seki,Sequoia & Kings Canyon National Parks,Three Rivers,CA,36.71277299,-118.587429,292.36,294.58,75,95,2.2,1663027320,US
shen,Shenandoah National Park,Luray,VA,38.49236644,-78.46907715,290.11,292.37,94,100,0,1663027320,US
sitk,Sitka National Historical Park,Sitka,AK,57.04718173,-135.3156876,288.89,288.89,68,46,2.5,1663027321,US
slbe,Sleeping Bear Dunes National Lakeshore,Empire,MI,44.92844962,-86.02706591,289.48,291.3,91,100,5.16,1663027321,US
stsp,Star-Spangled Banner National Historic Trail,Baltimore,MD,39.2872505188,-76.6034317017,294.53,298.02,92,75,2.06,1663027321,US
stri,Stones River National Battlefield,Murfreesboro,TN,35.87608652,-86.43078399,289.17,296.14,65,0,0,1663027322,US
tapr,Tallgrass Prairie National Preserve,Strong City,KS,38.44023613,-96.5670822,299.83,299.83,27,0,1.32,1663027322,US
this,Theodore Roosevelt Island,Arlington,VA,38.89584162,-77.06241918,294.1,297.18,91,75,3.6,1663027322,US
thro,Theodore Roosevelt National Park,Medora,ND,47.17777274,-103.4300083,300.25,300.25,14,64,5.6,1663027323,US
thst,Thomas Stone National Historic Site,Port Tobacco,MD,38.52934443,-77.037813,293.81,296.75,96,78,0.82,1663027323,US
tica,Timpanogos Cave National Monument,American Fork,UT,40.44039719,-111.7093944,299.11,302.61,19,24,0.45,1663027323,US
timu,Timucuan Ecological & Historic Preserve,Jacksonville,FL,30.47251894,-81.49950104,298.13,299.27,91,0,3.09,1663027324,US
tont,Tonto National Monument,Roosevelt,AZ,33.64842945,-111.1135627,304.51,306.53,40,28,6.02,1663027324,US
tusk,Tule Springs Fossil Beds National Monument,Las Vegas,NV,36.3893217,-115.3202223,300.18,302.08,40,45,2.91,1663027324,US
tuma,Tumacácori National Historical Park,Tumacacori,AZ,31.567824,-111.051223,302.39,302.39,45,19,6.78,1663027325,US
tuzi,Tuzigoot National Monument,Clarkdale,AZ,34.77296377,-112.0279069,299.61,305.43,38,8,2.24,1663027325,US
vall,Valles Caldera National Preserve,Jemez Springs,NM,35.91682872,-106.5195724,289.83,295.97,49,96,2.42,1663027325,US
vafo,Valley Forge National Historical Park,King of Prussia,PA,40.10054985,-75.44581889,295.68,299.03,85,40,0.45,1663027326,US
vama,Vanderbilt Mansion National Historic Site,Hyde Park,NY,41.79697937,-73.94205557,293.82,297.18,84,86,1.26,1663027327,US
vick,Vicksburg National Military Park,Vicksburg,MS,32.3621286,-90.85030186,295.14,296.86,71,0,1.54,1663027327,US
viis,Virgin Islands National Park,St. John,VI,18.34279656,-64.74194451,299.92,299.92,72,10,5.69,1663027328,VI
voya,Voyageurs National Park,International Falls,MN,48.48370609,-92.8382913,292.95,294.05,54,47,1.76,1663027328,CA
waba,Washita Battlefield National Historic Site,Cheyenne,OK,35.62083963,-99.70445143,301.23,301.23,41,0,4.68,1663027328,US
wefa,Weir Farm National Historical Park,Wilton,CT,41.25886268,-73.45452542,293.35,296.2,88,96,0.96,1663027329,US
whis,Whiskeytown National Recreation Area,Whiskeytown,CA,40.61359941,-122.6022657,300.74,301.78,27,68,2.84,1663027329,US
whsa,White Sands National Park,Alamogordo,NM,32.77907858,-106.3333461,301.19,303.37,30,16,2.6,1663027329,US
whmi,Whitman Mission National Historic Site,Walla Walla,WA,46.04119286,-118.4629388,298.19,299.99,31,0,0,1663027329,US
wicr,Wilson's Creek National Battlefield,Republic,MO,37.1000127,-93.40986704,295.55,297.9,44,0,2.57,1663027330,US
wica,Wind Cave National Park,Hot Springs,SD,43.58012365,-103.4394709,300.06,300.76,21,0,4.09,1663027330,US
wotr,Wolf Trap National Park for the Performing Arts,Vienna,VA,38.93854526,-77.265089,293.52,296.13,91,75,0,1663027330,US
wrst,Wrangell - St Elias National Park & Preserve,Copper Center,AK,61.4182147,-142.6028439,284.88,284.88,64,100,1.35,1663027331,US
wupa,Wupatki National Monument,Flagstaff,AZ,35.55741077,-111.3957216,295.61,301.11,57,91,3.34,1663027331,US
yell,Yellowstone National Park,Yellowstone National Park,WY,44.59824417,-110.5471695,295.36,295.36,14,64,2.37,1663027332,US
york,Yorktown Battlefield Part of Colonial National Historical Park,Yorktown,VA,37.2195,-76.4983,299.08,302.07,69,40,4.12,1663027332,US
yose,Yosemite National Park,Yosemite,CA,37.84883288,-119.5571873,281.91,289.63,57,78,2.79,1663027332,US
yuch,Yukon - Charley Rivers National Preserve,Fairbanks,AK,65.0935608,-142.7960021,284.27,284.27,54,100,1.07,1663027333,US
zion,Zion National Park,Springdale,UT,37.29839254,-113.0265138,298.74,298.74,56,89,1.23,1663027333,US
