parkCode,Park Name,City,State,Lat,Lng,Min Temp,Max Temp,Humidity,Cloudiness,Wind Speed,Date,Country
rich,Richmond National Battlefield Park,Richmond,VA,37.48774472,-77.29107785,289.23,293.34,81,20,0,1663121543,US
rigr,Rio Grande Wild & Scenic River,Big Bend National Park,TX,29.52743158,-102.5979169,297.46,297.46,48,1,4.03,1663121544,US
rira,River Raisin National Battlefield Park,Monroe,MI,41.91291085,-83.37620464,289.2,291.32,82,40,2.06,1663121544,US
rocr,Rock Creek Park,Washington,DC,38.95125063,-77.05002838,290.29,295.97,64,75,7.2,1663121544,US
romo,Rocky Mountain National Park,Estes Park,CO,40.3556924,-105.6972879,281.14,285.88,37,100,1.28,1663121545,US
ruca,Russell Cave National Monument,Bridgeport,AL,34.97402063,-85.81560314,288.87,290.61,81,0,1.03,1663121545,US
sahi,Sagamore Hill National Historic Site,Oyster Bay,NY,40.88579128,-73.49686438,293.45,297.62,60,0,6.17,1663121545,US
sagu,Saguaro National Park,Tucson,AZ,32.20909636,-110.7574974,297.48,303.42,44,0,1.54,1663121545,US
sacn,Saint Croix National Scenic Riverway,St. Croix Falls,WI,45.70019235,-92.36126685,287.81,289.22,94,0,0,1663121546,US
saga,Saint-Gaudens National Historical Park,Cornish,NH,43.4997238,-72.37333969,290.46,292.59,96,40,3.09,1663121546,US
sapu,Salinas Pueblo Missions National Monument,Mountainair,NM,34.35423203,-106.2050309,285.85,287.72,64,92,2.27,1663121546,US
sajh,San Juan Island National Historical Park,Friday Harbor,WA,48.51241933,-123.0610277,286.42,292.38,81,100,2.06,1663121547,US
saju,San Juan National Historic Site,San Juan,PR,18.46873857,-66.11848623,297.97,301.04,84,40,2.06,1663121547,PR
sand,Sand Creek Massacre National Historic Site,Eads,CO,38.56414189,-102.5169542,296.13,297.65,24,100,4.9,1663121547,US
safe,Santa Fe National Historic Trail,Santa Fe,NM,37.7276522226,-99.921969227,300.29,300.59,44,0,2.68,1663121547,US
samo,Santa Monica Mountains National Recreation Area,Calabasas,CA,34.09777606,-118.7708619,290.87,298.1,65,14,0.45,1663121548,US
sara,Saratoga National Historical Park,Stillwater,NY,42.99522612,-73.63386108,287.26,291.27,94,64,1.99,1663121548,US
scbl,Scotts Bluff National Monument,Gering,NE,41.83464193,-103.7071351,292.42,297.17,31,0,3.6,1663121548,US
seki,Sequoia & Kings Canyon National Parks,Three Rivers,CA,36.71277299,-118.587429,284.96,286.81,74,96,2.1,1663121549,US
shen,Shenandoah National Park,Luray,VA,38.49236644,-78.46907715,284.05,288.52,76,0,1.51,1663121549,US
sitk,Sitka National Historical Park,Sitka,AK,57.04718173,-135.3156876,288.15,288.15,77,100,2.06,1663121549,US
slbe,Sleeping Bear Dunes National Lakeshore,Empire,MI,44.92844962,-86.02706591,287.06,290.59,69,2,2.22,1663121549,US
stsp,Star-Spangled Banner National Historic Trail,Baltimore,MD,39.2872505188,-76.6034317017,290.09,296.14,65,40,4.12,1663121550,US
stri,Stones River National Battlefield,Murfreesboro,TN,35.87608652,-86.43078399,288.08,295.14,80,20,0,1663121550,US
tapr,Tallgrass Prairie National Preserve,Strong City,KS,38.44023613,-96.5670822,297.01,297.01,35,0,4.11,1663121550,US
this,Theodore Roosevelt Island,Arlington,VA,38.89584162,-77.06241918,290.52,296.2,62,75,7.2,1663121551,US
thro,Theodore Roosevelt National Park,Medora,ND,47.17777274,-103.4300083,291.92,291.92,34,55,6.59,1663121551,US
thst,Thomas Stone National Historic Site,Port Tobacco,MD,38.52934443,-77.037813,290.33,295.9,81,5,4.21,1663121551,US
tica,Timpanogos Cave National Monument,American Fork,UT,40.44039719,-111.7093944,285.89,288.8,78,100,1.34,1663121551,US
timu,Timucuan Ecological & Historic Preserve,Jacksonville,FL,30.47251894,-81.49950104,297.15,299.26,93,75,1.54,1663121552,US
tont,Tonto National Monument,Roosevelt,AZ,33.64842945,-111.1135627,299.51,303,44,2,1.2,1663121552,US
tusk,Tule Springs Fossil Beds National Monument,Las Vegas,NV,36.3893217,-115.3202223,298.75,302.67,44,71,4.02,1663121552,US
tuma,Tumacácori National Historical Park,Tumacacori,AZ,31.567824,-111.051223,296.55,300.29,43,0,3.06,1663121553,US
tuzi,Tuzigoot National Monument,Clarkdale,AZ,34.77296377,-112.0279069,290.32,292.92,49,27,3.19,1663121553,US
vall,Valles Caldera National Preserve,Jemez Springs,NM,35.91682872,-106.5195724,282.61,288.18,90,90,3.39,1663121553,US
vafo,Valley Forge National Historical Park,King of Prussia,PA,40.10054985,-75.44581889,288.7,295.18,69,0,0.89,1663121553,US
vama,Vanderbilt Mansion National Historic Site,Hyde Park,NY,41.79697937,-73.94205557,288.87,294.16,87,40,2.57,1663121554,US
vick,Vicksburg National Military Park,Vicksburg,MS,32.3621286,-90.85030186,290.14,290.86,94,0,0,1663121554,US
viis,Virgin Islands National Park,St. John,VI,18.34279656,-64.74194451,299.46,299.46,77,24,7.94,1663121554,VI
voya,Voyageurs National Park,International Falls,MN,48.48370609,-92.8382913,279.95,286.05,59,55,2.91,1663121555,CA
waba,Washita Battlefield National Historic Site,Cheyenne,OK,35.62083963,-99.70445143,300.23,300.23,38,26,5.94,1663121555,US
wefa,Weir Farm National Historical Park,Wilton,CT,41.25886268,-73.45452542,290.77,295.89,69,20,3.09,1663121555,US
whis,Whiskeytown National Recreation Area,Whiskeytown,CA,40.61359941,-122.6022657,294.3,297.33,41,74,0.45,1663121555,US
whsa,White Sands National Park,Alamogordo,NM,32.77907858,-106.3333461,296.19,298.93,38,48,2.07,1663121556,US
whmi,Whitman Mission National Historic Site,Walla Walla,WA,46.04119286,-118.4629388,294.03,297.8,59,0,2.06,1663121556,US
wicr,Wilson's Creek National Battlefield,Republic,MO,37.1000127,-93.40986704,290.29,295.31,67,0,1.54,1663121556,US
wica,Wind Cave National Park,Hot Springs,SD,43.58012365,-103.4394709,292.84,294.1,34,100,4.28,1663121557,US
wotr,Wolf Trap National Park for the Performing Arts,Vienna,VA,38.93854526,-77.265089,290.23,295.61,63,75,4.12,1663121557,US
wrst,Wrangell - St Elias National Park & Preserve,Copper Center,AK,61.4182147,-142.6028439,281.19,281.19,95,99,0.79,1663121557,US
wupa,Wupatki National Monument,Flagstaff,AZ,35.55741077,-111.3957216,288.48,289.45,57,100,5.48,1663121557,US
yell,Yellowstone National Park,Yellowstone National Park,WY,44.59824417,-110.5471695,285.36,285.73,62,100,0,1663121558,US
york,Yorktown Battlefield Part of Colonial National Historical Park,Yorktown,VA,37.2195,-76.4983,289.83,298.07,66,0,2.57,1663121558,US
yose,Yosemite National Park,Yosemite,CA,37.84883288,-119.5571873,283.19,283.57,64,47,1.57,1663121558,US
yuch,Yukon - Charley Rivers National Preserve,Fairbanks,AK,65.0935608,-142.7960021,284.75,284.75,63,98,0.9,1663121559,US
zion,Zion National Park,Springdale,UT,37.29839254,-113.0265138,287.33,289.55,74,58,0.88,1663121559,US
